Participant ID,Trial Number,Sample Number,Sample Order,Sample Time,Comparison Time,Condition,Path,Foil
2,12,55,left,10000,20000,VH,"[(2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (2, 1), (0, 3)]","[(2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (3, 2), (3, 1), (2, 1), (0, 3)]"
3,1,43,left,120000,120000,H,"[(0, 4), (1, 4), (1, 3), (0, 3), (0, 2), (1, 2), (1, 1), (1, 0), (3, 1)]","[(0, 4), (1, 4), (1, 3), (0, 3), (0, 2), (0, 1), (1, 1), (1, 0), (3, 1)]"
3,2,35,right,120000,120000,H,"[(0, 4), (1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (3, 4), (4, 0)]","[(0, 4), (1, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 3), (3, 4), (4, 0)]"
3,3,58,left,10000,20000,H,"[(3, 4), (2, 4), (2, 3), (3, 3), (3, 2), (4, 2), (4, 3), (4, 4), (4, 1)]","[(3, 4), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (4, 1)]"
3,4,38,left,10000,20000,H,"[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (2, 1), (2, 3)]","[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (1, 0), (2, 3)]"
3,5,44,right,10000,20000,H,"[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (4, 0)]","[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (4, 0)]"
3,6,56,left,10000,20000,H,"[(2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 1)]","[(2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 1)]"
3,7,24,right,10000,20000,H,"[(4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (3, 1), (3, 0), (2, 0), (4, 4)]","[(4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (4, 4)]"
3,8,22,left,10000,20000,H,"[(4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (3, 2), (3, 1), (3, 0), (4, 0)]","[(4, 4), (3, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 1), (3, 0), (4, 0)]"
3,9,30,right,10000,20000,H,"[(3, 4), (4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3)]","[(3, 4), (4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (0, 2)]"
3,10,10,right,10000,20000,H,"[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (0, 1), (2, 3)]","[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (0, 1), (2, 2)]"
3,11,25,right,10000,20000,H,"[(3, 4), (4, 4), (4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (3, 1), (3, 0)]","[(3, 4), (4, 4), (4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (3, 0)]"
3,12,7,right,10000,20000,H,"[(1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (4, 1), (4, 0), (2, 0)]","[(1, 2), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1), (4, 0), (2, 0)]"
4,1,21,right,120000,120000,V,"[(3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (1, 2), (2, 2), (3, 2), (1, 1)]","[(3, 3), (3, 4), (2, 4), (1, 4), (1, 3), (1, 2), (2, 2), (3, 2), (1, 1)]"
4,2,43,right,120000,120000,V,"[(0, 4), (1, 4), (1, 3), (0, 3), (0, 2), (1, 2), (1, 1), (1, 0), (3, 1)]","[(0, 4), (1, 4), (1, 3), (0, 3), (0, 2), (0, 1), (1, 1), (1, 0), (3, 1)]"
4,3,13,right,10000,20000,V,"[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (0, 3), (2, 1)]","[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (2, 1)]"
4,4,12,right,10000,20000,V,"[(4, 2), (3, 2), (3, 1), (2, 1), (2, 0), (1, 0), (1, 1), (0, 1), (4, 1)]","[(4, 2), (3, 2), (2, 2), (2, 1), (2, 0), (1, 0), (1, 1), (0, 1), (4, 1)]"
4,5,47,left,10000,20000,V,"[(4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 2), (1, 0)]","[(4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (2, 3), (1, 3), (1, 2), (1, 0)]"
4,6,36,left,10000,20000,V,"[(4, 1), (4, 0), (3, 0), (3, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 2)]","[(4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (3, 2), (3, 3), (4, 2)]"
4,7,10,right,10000,20000,V,"[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (0, 1), (2, 3)]","[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (0, 1), (2, 2)]"
4,8,18,right,10000,20000,V,"[(1, 0), (0, 0), (0, 1), (1, 1), (1, 2), (2, 2), (2, 1), (2, 0), (3, 2)]","[(1, 0), (0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (2, 1), (2, 0), (3, 2)]"
4,9,53,left,10000,20000,V,"[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 4), (0, 4)]","[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (0, 4)]"
4,10,38,left,10000,20000,V,"[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (2, 1), (2, 3)]","[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (1, 0), (2, 3)]"
4,11,48,right,10000,20000,V,"[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (3, 2), (0, 1)]","[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (0, 1)]"
4,12,24,right,10000,20000,V,"[(4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (3, 1), (3, 0), (2, 0), (4, 4)]","[(4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (4, 4)]"
5,1,56,right,120000,120000,VH,"[(2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 1)]","[(2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 1)]"
5,2,44,left,120000,120000,VH,"[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (4, 0)]","[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (4, 0)]"
5,3,36,right,10000,20000,VH,"[(4, 1), (4, 0), (3, 0), (3, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 2)]","[(4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (3, 2), (3, 3), (4, 2)]"
5,4,33,right,10000,20000,VH,"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (4, 1), (4, 0), (3, 0), (0, 2)]","[(1, 1), (2, 1), (2, 2), (3, 2), (4, 2), (4, 1), (4, 0), (3, 0), (0, 2)]"
5,5,53,left,10000,20000,VH,"[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 4), (0, 4)]","[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (0, 4)]"
5,6,37,left,10000,20000,VH,"[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (4, 3), (4, 0)]","[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (3, 4), (3, 3), (4, 3), (4, 0)]"
5,7,7,right,10000,20000,VH,"[(1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (4, 1), (4, 0), (2, 0)]","[(1, 2), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1), (4, 0), (2, 0)]"
5,8,9,right,10000,20000,VH,"[(4, 2), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (1, 0), (3, 3)]","[(4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (1, 1), (1, 0), (3, 3)]"
5,9,45,right,10000,20000,VH,"[(1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (3, 2), (4, 2), (4, 1), (3, 0)]","[(1, 3), (1, 2), (1, 1), (2, 1), (3, 1), (3, 2), (4, 2), (4, 1), (3, 0)]"
5,10,57,right,10000,20000,VH,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (2, 3)]","[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (3, 2), (2, 3)]"
5,11,4,right,10000,20000,VH,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (1, 1), (0, 1)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (0, 1)]"
5,12,8,right,10000,20000,VH,"[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (3, 4), (4, 4)]","[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (4, 3), (4, 4)]"
6,1,1,right,120000,120000,H,"[(4, 4), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (1, 4), (0, 0)]","[(4, 4), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (0, 3), (0, 0)]"
6,2,47,left,120000,120000,H,"[(4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 2), (1, 0)]","[(4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (2, 3), (1, 3), (1, 2), (1, 0)]"
6,3,44,right,10000,20000,H,"[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (4, 0)]","[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (4, 0)]"
6,4,28,right,10000,20000,H,"[(0, 1), (0, 0), (1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (1, 3)]","[(0, 1), (0, 0), (1, 0), (2, 0), (2, 1), (2, 2), (3, 2), (3, 1), (1, 3)]"
6,5,38,left,10000,20000,H,"[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (2, 1), (2, 3)]","[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (1, 0), (2, 3)]"
6,6,8,right,10000,20000,H,"[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (3, 4), (4, 4)]","[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (4, 3), (4, 4)]"
6,7,13,left,10000,20000,H,"[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (0, 3), (2, 1)]","[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (2, 1)]"
6,8,46,left,10000,20000,H,"[(0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (4, 1), (1, 1)]","[(0, 2), (1, 2), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1), (1, 1)]"
6,9,18,right,10000,20000,H,"[(1, 0), (0, 0), (0, 1), (1, 1), (1, 2), (2, 2), (2, 1), (2, 0), (3, 2)]","[(1, 0), (0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (2, 1), (2, 0), (3, 2)]"
6,10,3,right,10000,20000,H,"[(1, 2), (1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 3)]","[(1, 2), (1, 1), (2, 1), (3, 1), (3, 2), (3, 3), (2, 3), (2, 4), (1, 3)]"
6,11,45,left,10000,20000,H,"[(1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (3, 2), (4, 2), (4, 1), (3, 0)]","[(1, 3), (1, 2), (1, 1), (2, 1), (3, 1), (3, 2), (4, 2), (4, 1), (3, 0)]"
6,12,2,left,10000,20000,H,"[(3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (1, 2), (2, 2), (3, 2), (4, 0)]","[(3, 1), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (2, 2), (3, 2), (4, 0)]"
7,1,20,right,120000,120000,V,"[(0, 0), (1, 0), (1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (2, 3), (3, 3)]","[(0, 0), (1, 0), (1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (2, 3), (3, 2)]"
7,2,29,left,120000,120000,V,"[(0, 0), (0, 1), (1, 1), (1, 2), (0, 2), (0, 3), (1, 3), (1, 4), (4, 1)]","[(0, 0), (0, 1), (1, 1), (1, 2), (0, 2), (0, 3), (1, 3), (2, 3), (4, 1)]"
7,3,23,right,10000,20000,V,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (2, 4)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (1, 1), (1, 2), (0, 2), (2, 4)]"
7,4,39,left,10000,20000,V,"[(3, 0), (3, 1), (2, 1), (2, 2), (1, 2), (1, 1), (0, 1), (0, 0), (3, 3)]","[(3, 0), (3, 1), (3, 2), (2, 2), (1, 2), (1, 1), (0, 1), (0, 0), (3, 3)]"
7,5,17,left,10000,20000,V,"[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 0)]","[(1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (3, 0)]"
7,6,60,right,10000,20000,V,"[(4, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (2, 4)]","[(4, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (1, 4)]"
7,7,16,left,10000,20000,V,"[(4, 4), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (1, 4), (3, 2)]","[(4, 4), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (0, 3), (3, 2)]"
7,8,31,left,10000,20000,V,"[(1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (3, 4), (1, 4)]","[(1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (1, 4)]"
7,9,34,right,10000,20000,V,"[(4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (0, 3), (3, 2)]","[(4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (2, 3), (1, 3), (0, 3), (3, 2)]"
7,10,40,left,10000,20000,V,"[(1, 4), (2, 4), (2, 3), (1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (4, 2)]","[(1, 4), (2, 4), (2, 3), (1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (4, 3)]"
7,11,52,left,10000,20000,V,"[(4, 3), (4, 2), (3, 2), (3, 3), (2, 3), (2, 2), (1, 2), (0, 2), (2, 1)]","[(4, 3), (4, 2), (3, 2), (3, 3), (2, 3), (1, 3), (1, 2), (0, 2), (2, 1)]"
7,12,5,right,10000,20000,V,"[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (2, 2)]","[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (3, 2), (2, 2)]"
8,1,4,left,120000,120000,VH,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (1, 1), (0, 1)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (0, 1)]"
8,2,6,right,120000,120000,VH,"[(2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (1, 1)]","[(2, 1), (3, 1), (4, 1), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (1, 1)]"
8,3,32,left,10000,20000,VH,"[(0, 1), (1, 1), (1, 2), (0, 2), (0, 3), (1, 3), (1, 4), (0, 4), (4, 1)]","[(0, 1), (1, 1), (1, 2), (0, 2), (0, 3), (1, 3), (1, 4), (2, 4), (4, 1)]"
8,4,33,right,10000,20000,VH,"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (4, 1), (4, 0), (3, 0), (0, 2)]","[(1, 1), (2, 1), (2, 2), (3, 2), (4, 2), (4, 1), (4, 0), (3, 0), (0, 2)]"
8,5,2,right,10000,20000,VH,"[(3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (1, 2), (2, 2), (3, 2), (4, 0)]","[(3, 1), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (2, 2), (3, 2), (4, 0)]"
8,6,22,right,10000,20000,VH,"[(4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (3, 2), (3, 1), (3, 0), (4, 0)]","[(4, 4), (3, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 1), (3, 0), (4, 0)]"
8,7,49,right,10000,20000,VH,"[(0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (3, 3)]","[(0, 3), (0, 4), (1, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 1), (3, 3)]"
8,8,36,right,10000,20000,VH,"[(4, 1), (4, 0), (3, 0), (3, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 2)]","[(4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (3, 2), (3, 3), (4, 2)]"
8,9,3,left,10000,20000,VH,"[(1, 2), (1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 3)]","[(1, 2), (1, 1), (2, 1), (3, 1), (3, 2), (3, 3), (2, 3), (2, 4), (1, 3)]"
8,10,9,right,10000,20000,VH,"[(4, 2), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (1, 0), (3, 3)]","[(4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (1, 1), (1, 0), (3, 3)]"
8,11,23,right,10000,20000,VH,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (2, 4)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (1, 1), (1, 2), (0, 2), (2, 4)]"
8,12,31,left,10000,20000,VH,"[(1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (3, 4), (1, 4)]","[(1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (1, 4)]"
9,1,21,right,120000,120000,H,"[(3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (1, 2), (2, 2), (3, 2), (1, 1)]","[(3, 3), (3, 4), (2, 4), (1, 4), (1, 3), (1, 2), (2, 2), (3, 2), (1, 1)]"
9,2,56,right,120000,120000,H,"[(2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 1)]","[(2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 1)]"
9,3,58,right,10000,20000,H,"[(3, 4), (2, 4), (2, 3), (3, 3), (3, 2), (4, 2), (4, 3), (4, 4), (4, 1)]","[(3, 4), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (4, 1)]"
9,4,24,left,10000,20000,H,"[(4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (3, 1), (3, 0), (2, 0), (4, 4)]","[(4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (4, 4)]"
9,5,46,right,10000,20000,H,"[(0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (4, 1), (1, 1)]","[(0, 2), (1, 2), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1), (1, 1)]"
9,6,31,left,10000,20000,H,"[(1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (3, 4), (1, 4)]","[(1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (1, 4)]"
9,7,8,right,10000,20000,H,"[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (3, 4), (4, 4)]","[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (4, 3), (4, 4)]"
9,8,26,right,10000,20000,H,"[(1, 4), (0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (0, 0), (3, 3)]","[(1, 4), (0, 4), (0, 3), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0), (3, 3)]"
9,9,14,left,10000,20000,H,"[(0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (4, 1), (0, 4)]","[(0, 2), (1, 2), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1), (0, 4)]"
